tourney_name,tourney_date,winner_name,winner_ht,winner_age,loser_name,loser_ht,loser_age,minutes,winner_rank,loser_rank,aces,df,games
Nice,20160516,Guido Pella,185,25.9986310746,Donald Young,183,26.8145106092,68,54,82,3,2,15
Nice,20160516,Adrian Mannarino,183,27.8795345654,Benoit Paire,196,27.022587269,52,63,21,2,2,15
Nice,20160516,Andreas Seppi,190,32.2327173169,Paul Henri Mathieu,185,34.340862423,124,41,67,9,5,28
Nice,20160516,Dominic Thiem,185,22.6995208761,Leonardo Mayer,188,29.0047912389,61,15,51,5,3,15
Nice,20160516,Alexander Zverev,198,19.0718685832,Gilles Simon,183,31.3839835729,179,48,18,8,9,33
Nice,20160516,Joao Sousa,185,27.1293634497,Kevin Anderson,203,29.9958932238,97,28,20,12,3,24
Nice,20160516,Adrian Mannarino,183,27.8795345654,Guido Pella,185,25.9986310746,136,63,54,14,6,31
Nice,20160516,Dominic Thiem,185,22.6995208761,Andreas Seppi,190,32.2327173169,66,15,41,9,4,18
Nice,20160516,Alexander Zverev,198,19.0718685832,Joao Sousa,185,27.1293634497,134,48,28,8,10,28
Nice,20160516,Dominic Thiem,185,22.6995208761,Adrian Mannarino,183,27.8795345654,62,15,63,2,2,16
Nice,20160516,Dominic Thiem,185,22.6995208761,Alexander Zverev,198,19.0718685832,99,15,48,7,14,25
Roland Garros,20160523,Novak Djokovic,188,29.0047912389,Yen Hsun Lu,180,32.7748117728,90,1,95,3,5,24
Roland Garros,20160523,Steve Darcis,178,32.1943874059,Marsel Ilhan,190,28.9500342231,99,161,198,7,3,25
Roland Garros,20160523,Aljaz Bedene,181,26.8473648186,Gerald Melzer,188,25.8617385352,137,66,129,16,4,39
Roland Garros,20160523,Pablo Carreno Busta,188,24.8651608487,Federico Delbonis,190,25.6317590691,208,43,35,10,6,44
Roland Garros,20160523,Bernard Tomic,193,23.5865845311,Brian Baker,190,31.0636550308,100,22,662,19,7,29
Roland Garros,20160523,Borna Coric,188,19.5208761123,Taylor Fritz,193,18.5681040383,104,47,67,12,3,25
Roland Garros,20160523,Paul Henri Mathieu,185,34.3600273785,Santiago Giraldo,188,28.4873374401,243,65,122,22,14,48
Roland Garros,20160523,Roberto Bautista Agut,183,28.1067761807,Dmitry Tursunov,185,33.4455852156,84,16,480,7,4,25
Roland Garros,20160523,David Ferrer,175,34.1409993155,Evgeny Donskoy,185,26.0396988364,86,11,75,2,6,21
Roland Garros,20160523,Juan Monaco,185,32.1505817933,Denis Istomin,188,29.7084188912,160,92,64,9,3,40
Roland Garros,20160523,Victor Estrella,173,35.8056125941,Illya Marchenko,185,28.7063655031,146,87,71,10,6,31
Roland Garros,20160523,Pablo Cuevas,180,30.3901437372,Tobias Kamke,180,30.006844627,153,27,155,13,3,38
Roland Garros,20160523,Malek Jaziri,185,32.3394934976,Florian Mayer,190,32.6324435318,131,72,236,5,10,34
Roland Garros,20160523,Tomas Berdych,196,30.6803559206,Vasek Pospisil,193,25.916495551,98,8,46,12,5,24
Roland Garros,20160523,Rafael Nadal,185,29.9712525667,Sam Groth,193,28.5941136208,80,5,100,11,9,21
Roland Garros,20160523,Facundo Bagnis,183,26.2340862423,Kenny De Schepper,203,28.9856262834,121,99,143,10,8,26
Roland Garros,20160523,Nicolas Mahut,190,34.3353867214,Ricardas Berankis,175,25.9219712526,110,44,50,5,6,27
Roland Garros,20160523,Marcel Granollers,190,30.1136208077,Fabio Fognini,178,28.9993155373,120,56,33,5,3,31
Roland Garros,20160523,Stephane Robert,185,36.0164271047,Kevin Anderson,203,30.0150581793,142,90,20,27,16,37
Roland Garros,20160523,Alexander Zverev,198,19.0910335387,Pierre Hugues Herbert,188,25.18275154,188,41,84,15,11,44
Roland Garros,20160523,Guillermo Garcia Lopez,188,32.9691991786,Thiemo De Bakker,193,27.6741957563,162,51,120,19,8,44
Roland Garros,20160523,David Goffin,180,25.4592744695,Gregoire Barrere,183,22.264202601,98,13,242,9,2,28
Roland Garros,20160523,Carlos Berlocq,183,33.3004791239,Paolo Lorenzi,183,34.4366872005,111,126,54,2,3,23
Roland Garros,20160523,Jiri Vesely,198,22.8692676249,Rajeev Ram,193,32.180698152,146,60,70,16,3,38
Roland Garros,20160523,Nicolas Almagro,183,30.7542778919,Philipp Kohlschreiber,178,32.6023271732,157,49,26,24,7,38
Roland Garros,20160523,Joao Sousa,185,27.1485284052,Damir Dzumhur,172,24.0082135524,180,29,73,6,2,42
Roland Garros,20160523,Ernests Gulbis,190,27.7289527721,Andreas Seppi,190,32.2518822724,128,80,38,20,7,31
Roland Garros,20160523,Marcos Baghdatis,183,30.932238193,Gilles Muller,193,33.0403832991,117,39,42,17,13,29
Roland Garros,20160523,Jo-Wilfried Tsonga,188,31.099247091,Jan Lennard Struff,193,26.0780287474,121,7,101,10,7,29
Roland Garros,20160523,Milos Raonic,196,25.4045174538,Janko Tipsarevic,180,31.9178644764,129,9,680,14,7,29
Roland Garros,20160523,Adrian Mannarino,183,27.8986995209,Mikhail Kukushkin,183,28.4079397673,159,58,83,15,3,36
Roland Garros,20160523,Lucas Pouille,185,22.2450376454,Julien Benneteau,185,34.4229979466,186,31,548,20,8,41
Roland Garros,20160523,Jack Sock,185,23.6605065024,Robin Haase,190,29.1307323751,195,25,86,19,13,50
Roland Garros,20160523,Dustin Brown,196,31.4551676934,Dudi Sela,175,31.1348391513,213,116,62,8,7,54
Roland Garros,20160523,Albert Ramos,188,28.34770705,Horacio Zeballos,188,31.0718685832,185,55,89,16,5,37
Roland Garros,20160523,Gilles Simon,183,31.4031485284,Rogerio Dutra Silva,178,32.3011635866,159,18,85,4,9,30
Roland Garros,20160523,Guido Pella,185,26.0177960301,Diego Schwartzman,170,23.7672826831,142,48,63,6,3,34
Roland Garros,20160523,Dusan Lajovic,180,25.8973305955,Denis Kudla,180,23.7645448323,101,81,53,5,4,28
Roland Garros,20160523,Viktor Troicki,193,30.2806297057,Grigor Dimitrov,188,25.0212183436,225,24,36,14,12,50
Roland Garros,20160523,Jeremy Chardy,188,29.2758384668,Leonardo Mayer,188,29.0239561944,160,32,68,17,12,37
Roland Garros,20160523,Adam Pavlasek,186,21.6235455168,Roberto Carballes Baena,183,23.1676933607,189,132,114,7,4,41
Roland Garros,20160523,Taro Daniel,191,23.318275154,Martin Klizan,190,26.8665297741,189,93,45,17,8,44
Roland Garros,20160523,Stan Wawrinka,183,31.1540041068,Lukas Rosol,196,30.8309377139,191,4,59,18,5,45
Roland Garros,20160523,Kei Nishikori,178,26.3983572895,Simone Bolelli,183,30.6228610541,120,6,115,5,5,28
Roland Garros,20160523,Andrey Kuznetsov,185,25.2484599589,Benjamin Becker,178,34.9349760438,80,40,96,14,6,26
Roland Garros,20160523,Ivan Dodig,183,31.3867214237,Mikhail Youzhny,183,33.9110198494,256,77,78,17,14,51
Roland Garros,20160523,Fernando Verdasco,188,32.5201916496,Steve Johnson,188,26.4120465435,140,52,34,10,8,34
Roland Garros,20160523,Nick Kyrgios,193,21.0732375086,Marco Cecchinato,185,23.6440793977,142,19,124,21,4,34
Roland Garros,20160523,Igor Sijsling,190,28.7638603696,Adrian Ungur,178,31.3237508556,102,123,203,5,12,27
Roland Garros,20160523,Richard Gasquet,185,29.9301848049,Thomaz Bellucci,188,28.3969883641,128,12,57,4,4,26
Roland Garros,20160523,John Isner,206,31.0746064339,John Millman,183,26.9404517454,200,17,61,45,7,48
Roland Garros,20160523,Kyle Edmund,188,21.3716632444,Nikoloz Basilashvili,185,24.2464065708,167,82,104,20,12,43
Roland Garros,20160523,Teymuraz Gabashvili,188,31.0006844627,Donald Young,183,26.8336755647,114,79,76,10,12,29
Roland Garros,20160523,Benoit Paire,196,27.0417522245,Radu Albot,175,26.5297741273,179,21,137,11,16,45
Roland Garros,20160523,Ivo Karlovic,208,37.2320328542,Albert Montanes,175,35.4880219028,108,28,98,34,6,32
Roland Garros,20160523,Jordan Thompson,183,22.0917180014,Laslo Djere,188,20.9746748802,128,94,215,7,5,31
Roland Garros,20160523,Andy Murray,190,29.0239561944,Radek Stepanek,185,37.4866529774,221,2,128,18,10,45
Roland Garros,20160523,Novak Djokovic,188,29.0047912389,Steve Darcis,178,32.1943874059,137,1,161,7,9,31
Roland Garros,20160523,Aljaz Bedene,181,26.8473648186,Pablo Carreno Busta,188,24.8651608487,199,66,43,33,3,51
Roland Garros,20160523,Borna Coric,188,19.5208761123,Bernard Tomic,193,23.5865845311,166,47,22,32,9,41
Roland Garros,20160523,Roberto Bautista Agut,183,28.1067761807,Paul Henri Mathieu,185,34.3600273785,142,16,65,8,6,29
Roland Garros,20160523,David Ferrer,175,34.1409993155,Juan Monaco,185,32.1505817933,192,11,92,7,4,39
Roland Garros,20160523,Feliciano Lopez,188,34.6721423682,Victor Estrella,173,35.8056125941,150,23,87,19,1,30
Roland Garros,20160523,Tomas Berdych,196,30.6803559206,Malek Jaziri,185,32.3394934976,134,8,72,12,4,33
Roland Garros,20160523,Rafael Nadal,185,29.9712525667,Facundo Bagnis,183,26.2340862423,104,5,99,2,5,24
Roland Garros,20160523,Marcel Granollers,190,30.1136208077,Nicolas Mahut,190,34.3353867214,83,56,44,4,3,18
Roland Garros,20160523,Alexander Zverev,198,19.0910335387,Stephane Robert,185,36.0164271047,129,41,90,16,9,33
Roland Garros,20160523,Dominic Thiem,185,22.7186858316,Guillermo Garcia Lopez,188,32.9691991786,145,15,51,12,11,34
Roland Garros,20160523,David Goffin,180,25.4592744695,Carlos Berlocq,183,33.3004791239,122,13,126,8,2,29
Roland Garros,20160523,Nicolas Almagro,183,30.7542778919,Jiri Vesely,198,22.8692676249,128,49,60,17,10,29
Roland Garros,20160523,Ernests Gulbis,190,27.7289527721,Joao Sousa,185,27.1485284052,109,80,29,19,3,29
Roland Garros,20160523,Jo-Wilfried Tsonga,188,31.099247091,Marcos Baghdatis,183,30.932238193,206,7,39,16,8,46
Roland Garros,20160523,Milos Raonic,196,25.4045174538,Adrian Mannarino,183,27.8986995209,96,9,58,11,4,26
Roland Garros,20160523,Andrej Martin,180,26.6721423682,Lucas Pouille,185,22.2450376454,135,133,31,4,6,30
Roland Garros,20160523,Jack Sock,185,23.6605065024,Dustin Brown,196,31.4551676934,110,25,116,10,7,29
Roland Garros,20160523,Gilles Simon,183,31.4031485284,Guido Pella,185,26.0177960301,272,18,48,11,6,51
Roland Garros,20160523,Viktor Troicki,193,30.2806297057,Dusan Lajovic,180,25.8973305955,119,24,81,7,4,27
Roland Garros,20160523,Jeremy Chardy,188,29.2758384668,Adam Pavlasek,186,21.6235455168,91,32,132,13,6,28
Roland Garros,20160523,Stan Wawrinka,183,31.1540041068,Taro Daniel,191,23.318275154,127,4,93,19,3,31
Roland Garros,20160523,Kei Nishikori,178,26.3983572895,Andrey Kuznetsov,185,25.2484599589,108,6,40,6,4,27
Roland Garros,20160523,Fernando Verdasco,188,32.5201916496,Ivan Dodig,183,31.3867214237,100,52,77,10,1,24
Roland Garros,20160523,Nick Kyrgios,193,21.0732375086,Igor Sijsling,190,28.7638603696,70,19,123,15,4,24
Roland Garros,20160523,John Isner,206,31.0746064339,Kyle Edmund,188,21.3716632444,106,17,82,25,6,30
Roland Garros,20160523,Teymuraz Gabashvili,188,31.0006844627,Benoit Paire,196,27.0417522245,142,79,21,14,8,34
Roland Garros,20160523,Ivo Karlovic,208,37.2320328542,Jordan Thompson,183,22.0917180014,271,28,94,53,14,67
Roland Garros,20160523,Novak Djokovic,188,29.0047912389,Aljaz Bedene,181,26.8473648186,122,1,66,13,2,26
Roland Garros,20160523,Roberto Bautista Agut,183,28.1067761807,Borna Coric,188,19.5208761123,119,16,47,9,4,26
Roland Garros,20160523,David Ferrer,175,34.1409993155,Feliciano Lopez,188,34.6721423682,143,11,23,10,6,29
Roland Garros,20160523,Tomas Berdych,196,30.6803559206,Pablo Cuevas,180,30.3901437372,165,8,27,15,5,39
Roland Garros,20160523,Dominic Thiem,185,22.7186858316,Alexander Zverev,198,19.0910335387,169,15,41,12,7,39
Roland Garros,20160523,David Goffin,180,25.4592744695,Nicolas Almagro,183,30.7542778919,174,13,49,27,13,45
Roland Garros,20160523,Ernests Gulbis,190,27.7289527721,Jo-Wilfried Tsonga,188,31.099247091,40,80,7,3,2,7
Roland Garros,20160523,Milos Raonic,196,25.4045174538,Andrej Martin,180,26.6721423682,161,9,133,7,9,29
Roland Garros,20160523,Albert Ramos,188,28.34770705,Jack Sock,185,23.6605065024,251,55,25,18,9,52
Roland Garros,20160523,Viktor Troicki,193,30.2806297057,Gilles Simon,183,31.4031485284,131,24,18,4,6,26
Roland Garros,20160523,Stan Wawrinka,183,31.1540041068,Jeremy Chardy,188,29.2758384668,119,4,32,10,4,31
Roland Garros,20160523,Kei Nishikori,178,26.3983572895,Fernando Verdasco,188,32.5201916496,201,6,52,11,14,46
Roland Garros,20160523,Richard Gasquet,185,29.9301848049,Nick Kyrgios,193,21.0732375086,130,12,19,16,2,28
Roland Garros,20160523,John Isner,206,31.0746064339,Teymuraz Gabashvili,188,31.0006844627,187,17,79,38,8,48
Roland Garros,20160523,Andy Murray,190,29.0239561944,Ivo Karlovic,208,37.2320328542,116,2,28,22,7,29
Roland Garros,20160523,Novak Djokovic,188,29.0047912389,Roberto Bautista Agut,183,28.1067761807,192,1,16,3,7,38
Roland Garros,20160523,Tomas Berdych,196,30.6803559206,David Ferrer,175,34.1409993155,132,8,11,9,4,30
Roland Garros,20160523,Dominic Thiem,185,22.7186858316,Marcel Granollers,190,30.1136208077,171,15,56,5,6,37
Roland Garros,20160523,David Goffin,180,25.4592744695,Ernests Gulbis,190,27.7289527721,155,13,80,14,12,35
Roland Garros,20160523,Albert Ramos,188,28.34770705,Milos Raonic,196,25.4045174538,139,55,9,9,6,28
Roland Garros,20160523,Stan Wawrinka,183,31.1540041068,Viktor Troicki,193,30.2806297057,176,4,24,28,7,41
Roland Garros,20160523,Richard Gasquet,185,29.9301848049,Kei Nishikori,178,26.3983572895,154,12,6,9,6,36
Roland Garros,20160523,Andy Murray,190,29.0239561944,John Isner,206,31.0746064339,160,2,17,27,10,31
Roland Garros,20160523,Novak Djokovic,188,29.0047912389,Tomas Berdych,196,30.6803559206,126,1,8,4,4,30
Roland Garros,20160523,Dominic Thiem,185,22.7186858316,David Goffin,180,25.4592744695,171,15,13,5,12,39
Roland Garros,20160523,Stan Wawrinka,183,31.1540041068,Albert Ramos,188,28.34770705,115,4,55,10,3,27
Roland Garros,20160523,Andy Murray,190,29.0239561944,Richard Gasquet,185,29.9301848049,203,2,12,13,8,38
Roland Garros,20160523,Novak Djokovic,188,29.0047912389,Dominic Thiem,185,22.7186858316,108,1,15,4,4,25
Roland Garros,20160523,Andy Murray,190,29.0239561944,Stan Wawrinka,183,31.1540041068,155,2,4,4,4,36
Roland Garros,20160523,Novak Djokovic,188,29.0047912389,Andy Murray,190,29.0239561944,183,1,2,9,6,34
s Hertogenbosch,20160606,Paul Henri Mathieu,185,34.3983572895,Rajeev Ram,193,32.219028063,70,60,72,8,4,20
s Hertogenbosch,20160606,Nicolas Mahut,190,34.3737166324,Lukas Lacko,185,28.59137577,64,49,119,6,3,17
s Hertogenbosch,20160606,Tatsuma Ito,180,28.052019165,Ivan Dodig,183,31.4250513347,79,105,70,14,6,22
s Hertogenbosch,20160606,Sam Querrey,198,28.6652977413,Benjamin Becker,178,34.9733059548,81,37,116,17,7,24
s Hertogenbosch,20160606,Adrian Mannarino,183,27.9370294319,Andreas Seppi,190,32.2902121834,90,55,40,11,9,20
s Hertogenbosch,20160606,Daniil Medvedev,198,20.3175906913,Horacio Zeballos,188,31.1101984942,63,256,92,12,4,16
s Hertogenbosch,20160606,Gilles Muller,193,33.0787132101,Robin Haase,190,29.1690622861,85,44,82,32,6,22
s Hertogenbosch,20160606,Guillermo Garcia Lopez,188,33.0075290897,Vasek Pospisil,193,25.954825462,82,53,46,13,8,20
s Hertogenbosch,20160606,Bernard Tomic,193,23.6249144422,Aljaz Bedene,181,26.8856947296,70,23,58,17,4,19
s Hertogenbosch,20160606,Nicolas Mahut,190,34.3737166324,Paul Henri Mathieu,185,34.3983572895,105,49,60,16,6,27
s Hertogenbosch,20160606,Sam Querrey,198,28.6652977413,Tatsuma Ito,180,28.052019165,57,37,105,14,2,19
s Hertogenbosch,20160606,Adrian Mannarino,183,27.9370294319,Daniil Medvedev,198,20.3175906913,58,55,256,9,2,18
s Hertogenbosch,20160606,Ivo Karlovic,208,37.2703627652,Igor Sijsling,190,28.8021902806,84,28,118,22,5,24
s Hertogenbosch,20160606,Gilles Muller,193,33.0787132101,Guillermo Garcia Lopez,188,33.0075290897,78,44,53,15,6,19
s Hertogenbosch,20160606,David Ferrer,175,34.1793292266,Dudi Sela,175,31.1731690623,88,14,68,2,6,20
s Hertogenbosch,20160606,Nicolas Mahut,190,34.3737166324,Bernard Tomic,193,23.6249144422,107,49,23,26,8,30
s Hertogenbosch,20160606,Ivo Karlovic,208,37.2703627652,Adrian Mannarino,183,27.9370294319,62,28,55,26,9,19
s Hertogenbosch,20160606,Gilles Muller,193,33.0787132101,David Ferrer,175,34.1793292266,138,44,14,20,8,32
s Hertogenbosch,20160606,Nicolas Mahut,190,34.3737166324,Sam Querrey,198,28.6652977413,116,49,37,23,3,32
s Hertogenbosch,20160606,Gilles Muller,193,33.0787132101,Ivo Karlovic,208,37.2703627652,85,44,28,43,7,24
s Hertogenbosch,20160606,Nicolas Mahut,190,34.3737166324,Gilles Muller,193,33.0787132101,76,49,44,16,2,20
Stuttgart,20160606,Radek Stepanek,185,37.5249828884,Denis Istomin,188,29.7467488022,123,129,64,17,11,30
Stuttgart,20160606,Denis Kudla,180,23.8028747433,Dusan Lajovic,180,25.9356605065,44,56,80,6,2,14
Stuttgart,20160606,Philipp Kohlschreiber,178,32.6406570842,Pierre Hugues Herbert,188,25.2210814511,55,26,79,11,5,17
Stuttgart,20160606,Jan Lennard Struff,193,26.1163586585,Marcos Baghdatis,183,30.970568104,101,89,41,13,7,27
Stuttgart,20160606,Juan Martin del Potro,198,27.7015742642,Grigor Dimitrov,188,25.0595482546,69,223,36,16,7,18
Stuttgart,20160606,John Millman,183,26.9787816564,Lucas Pouille,185,22.2833675565,123,66,29,11,9,31
Stuttgart,20160606,Mikhail Youzhny,183,33.9493497604,Feliciano Lopez,188,34.7104722793,88,76,22,14,7,21
Stuttgart,20160606,Sam Groth,193,28.6324435318,Illya Marchenko,185,28.7446954141,75,115,73,23,0,22
Stuttgart,20160606,Florian Mayer,190,32.6707734428,Viktor Troicki,193,30.3189596167,70,226,21,13,4,22
Stuttgart,20160606,Michael Berrer,193,35.9315537303,Malek Jaziri,185,32.3778234086,119,121,63,21,2,30
Stuttgart,20160606,Radek Stepanek,185,37.5249828884,Marin Cilic,198,27.6878850103,102,129,13,22,7,24
Stuttgart,20160606,Philipp Kohlschreiber,178,32.6406570842,Denis Kudla,180,23.8028747433,76,26,56,12,6,21
Stuttgart,20160606,Gilles Simon,183,31.4414784394,Jan Lennard Struff,193,26.1163586585,100,18,89,13,6,28
Stuttgart,20160606,Juan Martin del Potro,198,27.7015742642,John Millman,183,26.9787816564,82,223,66,9,2,20
Stuttgart,20160606,Mikhail Youzhny,183,33.9493497604,Sergiy Stakhovsky,193,30.4147843943,80,76,100,10,4,21
Stuttgart,20160606,Dominic Thiem,185,22.7570157426,Sam Groth,193,28.6324435318,90,7,115,32,12,24
Stuttgart,20160606,Florian Mayer,190,32.6707734428,Michael Berrer,193,35.9315537303,104,226,121,19,6,28
Stuttgart,20160606,Roger Federer,185,34.8281998631,Taylor Fritz,193,18.6064339493,100,3,65,17,5,32
Stuttgart,20160606,Philipp Kohlschreiber,178,32.6406570842,Radek Stepanek,185,37.5249828884,101,26,129,19,4,22
Stuttgart,20160606,Juan Martin del Potro,198,27.7015742642,Gilles Simon,183,31.4414784394,124,223,18,15,8,27
Stuttgart,20160606,Dominic Thiem,185,22.7570157426,Mikhail Youzhny,183,33.9493497604,110,7,76,17,9,31
Stuttgart,20160606,Roger Federer,185,34.8281998631,Florian Mayer,190,32.6707734428,85,3,226,20,3,24
Stuttgart,20160606,Philipp Kohlschreiber,178,32.6406570842,Juan Martin del Potro,198,27.7015742642,75,26,223,15,3,19
Stuttgart,20160606,Dominic Thiem,185,22.7570157426,Roger Federer,185,34.8281998631,117,7,3,18,8,31
Stuttgart,20160606,Dominic Thiem,185,22.7570157426,Philipp Kohlschreiber,178,32.6406570842,131,7,26,26,9,32
Halle,20160613,Kei Nishikori,178,26.4558521561,Lucas Pouille,185,22.302532512,111,6,29,11,2,29
Halle,20160613,Florian Mayer,190,32.6899383984,Brian Baker,190,31.1211498973,93,192,594,15,6,24
Halle,20160613,Andreas Seppi,190,32.3093771389,David Ferrer,175,34.1984941821,73,40,14,6,4,19
Halle,20160613,Dominic Thiem,185,22.7761806982,Joao Sousa,185,27.2060232717,82,7,30,8,3,22
Halle,20160613,Teymuraz Gabashvili,188,31.0581793292,Paolo Lorenzi,183,34.4941820671,63,95,48,5,0,17
Halle,20160613,Ivo Karlovic,208,37.2895277207,Andrey Kuznetsov,185,25.3059548255,75,28,43,35,4,21
Halle,20160613,Philipp Kohlschreiber,178,32.6598220397,Marcel Granollers,190,30.1711156742,96,25,45,8,1,20
Halle,20160613,Alexander Zverev,198,19.1485284052,Viktor Troicki,193,30.3381245722,76,38,24,9,6,20
Halle,20160613,Benjamin Becker,178,34.9924709103,Ernests Gulbis,190,27.7864476386,87,114,59,19,9,21
Halle,20160613,Dustin Brown,196,31.5126625599,Albert Ramos,188,28.4052019165,87,87,35,12,14,21
Halle,20160613,Marcos Baghdatis,183,30.9897330595,Tomas Berdych,196,30.7378507871,114,42,8,19,5,24
Halle,20160613,David Goffin,180,25.5167693361,Borna Coric,188,19.5783709788,167,11,49,15,8,34
Halle,20160613,Sergiy Stakhovsky,193,30.4339493498,Denis Kudla,180,23.8220396988,112,100,60,29,3,31
Halle,20160613,Malek Jaziri,185,32.3969883641,Ricardas Berankis,175,25.9794661191,86,64,56,8,3,22
Halle,20160613,Roger Federer,185,34.8473648186,Jan Lennard Struff,193,26.135523614,73,3,88,16,4,22
Halle,20160613,Andreas Seppi,190,32.3093771389,Yuichi Sugita,173,27.7344284736,50,40,102,7,3,15
Halle,20160613,Dominic Thiem,185,22.7761806982,Teymuraz Gabashvili,188,31.0581793292,69,7,95,8,0,17
Halle,20160613,Philipp Kohlschreiber,178,32.6598220397,Ivo Karlovic,208,37.2895277207,134,25,28,35,8,34
Halle,20160613,Alexander Zverev,198,19.1485284052,Benjamin Becker,178,34.9924709103,68,38,114,5,3,15
Halle,20160613,Marcos Baghdatis,183,30.9897330595,Dustin Brown,196,31.5126625599,80,42,87,16,7,24
Halle,20160613,David Goffin,180,25.5167693361,Sergiy Stakhovsky,193,30.4339493498,106,11,100,11,12,24
Halle,20160613,Roger Federer,185,34.8473648186,Malek Jaziri,185,32.3969883641,68,3,64,8,3,21
Halle,20160613,Florian Mayer,190,32.6899383984,Andreas Seppi,190,32.3093771389,70,192,40,20,1,21
Halle,20160613,Alexander Zverev,198,19.1485284052,Marcos Baghdatis,183,30.9897330595,91,38,42,13,5,21
Halle,20160613,Roger Federer,185,34.8473648186,David Goffin,180,25.5167693361,81,3,11,8,4,19
Halle,20160613,Florian Mayer,190,32.6899383984,Dominic Thiem,185,22.7761806982,65,192,7,13,4,19
Halle,20160613,Alexander Zverev,198,19.1485284052,Roger Federer,185,34.8473648186,126,38,3,15,6,33
Halle,20160613,Florian Mayer,190,32.6899383984,Alexander Zverev,198,19.1485284052,115,192,38,11,6,29
Queen's Club,20160613,Fernando Verdasco,188,32.5776865161,Stan Wawrinka,183,31.2114989733,88,53,5,6,9,20
Queen's Club,20160613,Bernard Tomic,193,23.6440793977,Kevin Anderson,203,30.0725530459,57,22,20,13,4,19
Queen's Club,20160613,Gilles Muller,193,33.0978781656,James Ward,190,29.3415468857,63,41,178,18,1,20
Queen's Club,20160613,John Isner,206,31.1321013005,Juan Martin del Potro,198,27.7207392197,105,17,166,30,4,22
Queen's Club,20160613,Milos Raonic,196,25.4620123203,Nick Kyrgios,193,21.1307323751,124,9,19,37,6,32
Queen's Club,20160613,Jiri Vesely,198,22.9267624914,Jeremy Chardy,188,29.3333333333,151,68,33,30,12,34
Queen's Club,20160613,Donald Young,183,26.8911704312,Vasek Pospisil,193,25.9739904175,69,75,46,7,6,19
Queen's Club,20160613,Roberto Bautista Agut,183,28.1642710472,Sam Querrey,198,28.6844626968,133,16,32,32,4,36
Queen's Club,20160613,Marin Cilic,198,27.7070499658,Feliciano Lopez,188,34.7296372348,108,13,21,29,8,29
Queen's Club,20160613,Janko Tipsarevic,180,31.9753593429,Grigor Dimitrov,188,25.0787132101,146,553,37,14,7,31
Queen's Club,20160613,Adrian Mannarino,183,27.9561943874,Guillermo Garcia Lopez,188,33.0266940452,69,57,54,10,6,18
Queen's Club,20160613,Steve Johnson,188,26.46954141,Richard Gasquet,185,29.9876796715,90,39,10,9,3,20
Queen's Club,20160613,Kyle Edmund,188,21.4291581109,Gilles Simon,183,31.4606433949,102,85,18,13,6,26
Queen's Club,20160613,Paul Henri Mathieu,185,34.417522245,Daniel Evans,175,26.0588637919,154,61,92,19,11,33
Queen's Club,20160613,Aljaz Bedene,181,26.9048596851,Benoit Paire,196,27.099247091,149,58,23,26,10,34
Queen's Club,20160613,Andy Murray,190,29.0814510609,Nicolas Mahut,190,34.392881588,110,2,51,19,2,24
Queen's Club,20160613,Bernard Tomic,193,23.6440793977,Fernando Verdasco,188,32.5776865161,122,22,53,24,9,32
Queen's Club,20160613,Gilles Muller,193,33.0978781656,John Isner,206,31.1321013005,145,41,17,69,9,33
Queen's Club,20160613,Milos Raonic,196,25.4620123203,Jiri Vesely,198,22.9267624914,96,9,68,22,3,24
Queen's Club,20160613,Roberto Bautista Agut,183,28.1642710472,Donald Young,183,26.8911704312,67,16,75,8,3,18
Queen's Club,20160613,Marin Cilic,198,27.7070499658,Janko Tipsarevic,180,31.9753593429,70,13,553,14,4,18
Queen's Club,20160613,Steve Johnson,188,26.46954141,Adrian Mannarino,183,27.9561943874,122,39,57,24,7,29
Queen's Club,20160613,Andy Murray,190,29.0814510609,Aljaz Bedene,181,26.9048596851,83,2,58,17,2,19
Queen's Club,20160613,Bernard Tomic,193,23.6440793977,Gilles Muller,193,33.0978781656,93,22,41,42,3,30
Queen's Club,20160613,Milos Raonic,196,25.4620123203,Roberto Bautista Agut,183,28.1642710472,60,9,16,19,3,17
Queen's Club,20160613,Marin Cilic,198,27.7070499658,Steve Johnson,188,26.46954141,109,13,39,19,2,31
Queen's Club,20160613,Andy Murray,190,29.0814510609,Kyle Edmund,188,21.4291581109,110,2,85,17,3,26
Queen's Club,20160613,Milos Raonic,196,25.4620123203,Bernard Tomic,193,23.6440793977,62,9,22,14,4,20
Queen's Club,20160613,Andy Murray,190,29.0814510609,Marin Cilic,198,27.7070499658,118,2,13,22,2,28
Queen's Club,20160613,Andy Murray,190,29.0814510609,Milos Raonic,196,25.4620123203,133,2,9,20,4,31
Nottingham,20160620,Stephane Robert,185,36.0930869268,Brydan Klein,183,26.46954141,75,81,257,5,5,22
Nottingham,20160620,Evgeny Donskoy,185,26.1163586585,Denis Kudla,180,23.8412046543,70,79,66,17,0,20
Nottingham,20160620,Kyle Edmund,188,21.4483230664,Lukas Rosol,196,30.9075975359,69,68,75,10,11,19
Nottingham,20160620,Mikhail Youzhny,183,33.9876796715,Teymuraz Gabashvili,188,31.0773442847,122,73,104,9,6,28
Nottingham,20160620,Jiri Vesely,198,22.945927447,Horacio Zeballos,188,31.1485284052,68,64,85,16,2,19
Nottingham,20160620,Malek Jaziri,185,32.4161533196,James Ward,190,29.3607118412,97,60,177,13,15,26
